Weight_kg_x,age_x,Height_cm_x, score1_x, score2_x, score3_x, score4_x, score5_x, score6_x,First_Name_x,Gender_x,Last_Name_x,Overall_Points_x,Percentiles100_x,Region_x,athlete_ID_x,nameURL_x,overall-rank_x,sex&division_x,overall-rank_y, score1_y, score2_y, score3_y, score4_y, score5_y, score6_y,Weight_kg_y,age_y,Height_cm_y,athlete_ID_y,nameURL_y,First_Name_y,Last_Name_y,Region_y,sex&division_y,Gender_y,Overall_Points_y,Percentiles100_y,Component_1_AC_Male_Trans,Component_2_AC_Male_Trans,Labels_AC_Male_Trans_MDS,Component_1_SL_Male_Trans,Component_2_SL_Male_Trans,Labels_SL_Male_Trans_MDS,Autoencoder_1_AC_Male_Trans_2,Autoencoder_2_AC_Male_Trans_2,Labels_AC_Male_Trans_2_Auto,Autoencoder_1_SL_Male_Trans_2,Autoencoder_2_SL_Male_Trans_2,Labels_SL_Male_Trans_2_Auto
0.3986013986013986,0.21428571428571427,0.6170212765957447,0.9213483146067416,0.9538216560509554,0.8666666666666667,1.0,0.8330097087378641,1.0,Joshua,M,Bridges,1865.0,99,Southern California,16400,/athletes/joshua-bridges,2,M0,2,410.0,600.0,78.0,178.0,430.0,169.0,73.0,27.0,165.1,16400,/athletes/joshua-bridges,Joshua,Bridges,Southern California,M0,M,1865.0,99,3.326290439064037,18.305480594760734,0,-322.4603006427349,-212.60626550804207,1,0.5060740671913332,0.4949178073427727,0,0.4929127321637961,0.5665709283196794,0
0.4195804195804196,0.14285714285714285,0.6170212765957447,0.8898876404494382,0.9140127388535032,0.8888888888888888,0.864406779661017,0.7786407766990291,0.8809523809523809,Austin,M,Malleolo,1756.0,99,Northeast,12005,/athletes/austin-malleolo,5,M0,5,396.0,575.0,80.0,154.0,402.0,149.0,76.0,23.0,165.1,12005,/athletes/austin-malleolo,Austin,Malleolo,Northeast,M0,M,1756.0,99,-2.3818339807810145,18.37483380962933,0,-262.5874461479287,-218.56956313865774,1,0.5057368473721177,0.4919481561916352,0,0.4963067897533882,0.5598679158014377,0
0.4755244755244755,0.17857142857142858,0.7234042553191491,0.8831460674157303,0.9219745222929936,0.8666666666666667,0.8587570621468926,0.8019417475728156,0.8273809523809523,Daniel,M,Tyminski,1758.0,99,Northeast,6004,/athletes/daniel-tyminski,6,M0,6,393.0,580.0,78.0,153.0,414.0,140.0,84.0,25.0,177.8,6004,/athletes/daniel-tyminski,Daniel,Tyminski,Northeast,M0,M,1758.0,99,-4.716022671874578,2.3031881082115295,0,-273.6377277772548,-213.95308676575016,1,0.5074537132443451,0.49075357463504876,0,0.49754983376318757,0.5609767367659432,0
0.5244755244755245,0.32142857142857145,0.7446808510638299,0.8584269662921349,0.8773885350318471,1.0,0.8587570621468926,0.7902912621359224,0.8630952380952381,Neal,M,Maddox,1731.0,99,Northern California,107611,/athletes/neal-maddox,7,M0,7,382.0,552.0,90.0,153.0,408.0,146.0,91.0,33.0,180.34,107611,/athletes/neal-maddox,Neal,Maddox,Northern California,M0,M,1731.0,99,0.5114902432824999,-7.501314714266253,0,-157.8710692418617,-282.18422293611184,1,0.5044475562136628,0.49773660402821757,0,0.5006595170493217,0.5568345089746992,0
0.46853146853146854,0.3392857142857143,0.7234042553191491,0.8719101123595505,0.8980891719745223,0.8666666666666667,0.8418079096045198,0.8097087378640777,0.8452380952380952,Todd,M,Edmunds,1742.0,99,Mid Atlantic,14460,/athletes/todd-edmunds,8,M0,8,388.0,565.0,78.0,150.0,418.0,143.0,83.0,34.0,177.8,14460,/athletes/todd-edmunds,Todd,Edmunds,Mid Atlantic,M0,M,1742.0,99,3.2838963351921313,0.42130824881340645,0,-143.70750481603386,-304.01491501918065,1,0.5061454834270962,0.4982537430483264,0,0.49836328636245475,0.5601255115963013,0
0.5664335664335665,0.2857142857142857,0.733456190316636,0.9325842696629213,0.8996815286624203,0.8222222222222222,0.7909604519774012,0.8233009708737864,0.7976190476190477,Rob,M,Downton,1756.0,99,Australia,11307,/athletes/rob-downton,9,M0,9,415.0,566.0,74.0,141.0,425.0,135.0,97.0,31.0,179.0,11307,/athletes/rob-downton,Rob,Downton,Australia,M0,M,1756.0,99,-1.3998370700722422,-13.023203396462167,2,-289.5738474782085,-194.94812219044067,1,0.5021373498373806,0.49731738727600744,0,0.49778868168917284,0.5607564205920987,0
0.36363636363636365,0.35714285714285715,0.6382978723404255,0.9011235955056179,0.8662420382165605,0.7444444444444445,0.9209039548022598,0.9184466019417475,0.9285714285714286,Jarett,M,Perelmutter,1808.0,99,Southern California,2900,/athletes/jarett-perelmutter,10,M0,10,401.0,545.0,67.0,164.0,474.0,157.0,68.0,35.0,167.64,2900,/athletes/jarett-perelmutter,Jarett,Perelmutter,Southern California,M0,M,1808.0,99,10.094883493531754,17.417931848953415,0,-139.01047113267992,-337.09226625450736,1,0.5073816509904849,0.5001938855176545,0,0.496616655223941,0.5672668653471917,0
0.5384615384615384,0.17857142857142858,0.7872340425531914,0.8314606741573034,0.802547770700637,0.9,0.847457627118644,0.7533980582524272,0.8333333333333334,Nathaniel,M,Schrader,1637.0,99,Mid Atlantic,28134,/athletes/nathaniel-schrader,12,M0,12,370.0,505.0,81.0,151.0,389.0,141.0,93.0,25.0,185.42,28134,/athletes/nathaniel-schrader,Nathaniel,Schrader,Mid Atlantic,M0,M,1637.0,99,-8.23877509379632,-9.533898171417164,2,-137.78319791425486,-237.77902409986876,1,0.5071964245656189,0.4896156474477978,0,0.49856258200257586,0.5552530901295633,0
0.4755244755244755,0.21428571428571427,0.7659574468085106,0.9280898876404494,0.8964968152866242,0.8222222222222222,0.751412429378531,0.7728155339805826,0.8095238095238095,Thomas,M,Hooton,1721.0,99,Mid Atlantic,4497,/athletes/thomas-hooton,13,M0,13,413.0,564.0,74.0,134.0,399.0,137.0,84.0,27.0,182.88,4497,/athletes/thomas-hooton,Thomas,Hooton,Mid Atlantic,M0,M,1721.0,99,-4.355381770112171,-0.8821424383699922,0,-216.19621641172924,-255.87287924723756,1,0.5090682468002787,0.4908392901786747,0,0.4965889808936952,0.5580975823107933,0
0.43356643356643354,0.39285714285714285,0.6595744680851064,0.8853932584269663,0.8089171974522293,0.7555555555555555,0.8983050847457628,0.7844660194174757,0.7976190476190477,Chad,M,Augustin,1671.0,99,Northern California,9584,/athletes/chad-augustin,14,M0,14,394.0,509.0,68.0,160.0,405.0,135.0,78.0,37.0,170.18,9584,/athletes/chad-augustin,Chad,Augustin,Northern California,M0,M,1671.0,99,9.643687421058207,7.498376127940076,0,-187.8149949310741,-229.75493523222713,1,0.5044088824700711,0.502509197409758,0,0.4944353448147506,0.56086337385555,0
