Id,Sales
1,4048
857,4381
1713,4494
2569,4827
3425,0
4281,4500
5137,3639
5993,3332
6849,3325
7705,3523
8561,3662
9417,0
10273,4604
11129,4522
11985,4651
12841,4992
13697,5231
14553,5368
15409,62
16265,3979
17121,3894
17977,3512
18833,3269
19689,3404
20545,3404
21401,58
22257,58
23113,4145
23969,4303
24825,4713
25681,5402
26537,5402
27393,65
28249,4071
29105,3825
29961,3986
30817,3599
31673,3518
32529,3518
33385,63
34241,3687
35097,4299
35953,4708
36809,5384
37665,5542
38521,5321
39377,67
40233,67
2,7794
858,8315
1714,9322
2570,9322
3426,0
4282,4601
5138,5525
5994,5275
6850,5556
7706,6019
8562,6019
9418,0
10274,4393
11130,7090
11986,8143
12842,8822
13698,9797
14554,13868
15410,64
16266,5456
17122,6128
17978,5249
18834,5351
19690,5527
20546,5206
21402,59
22258,59
23114,6769
23970,7287
24826,7611
25682,8275
26538,9174
27394,55
28250,55
29106,4868
29962,6247
30818,6093
31674,5762
32530,5970
33386,54
34242,54
35098,7360
35954,7750
36810,8083
37666,8882
38522,8882
39378,63
40234,63
3,8629
859,9822
1715,11366
2571,12362
3427,0
4283,5735
5139,7739
5995,7534
6851,7825
7707,8616
8563,9358
9419,0
10275,7064
11131,10184
11987,10295
12843,11624
13699,13874
14555,11909
15411,84
16267,8923
17123,9407
17979,8979
18835,9494
19691,8731
20547,9045
21403,81
22259,81
23115,10950
23971,10522
24827,11256
25683,13060
26539,13060
27395,82
28251,82
29107,9843
29963,9112
30819,10064
31675,10975
32531,10975
33387,87
34243,87
35099,10958
35955,10909
36811,11724
37667,14584
38523,14584
39379,88
40235,88
4,6289
860,6522
1716,7744
2572,8677
3428,56
4284,3471
5140,5107
5996,4701
6852,4078
7708,4423
8564,5097
9420,52
10276,3446
11132,6249
11988,6557
12844,6658
13700,8037
14556,8842
15412,60
16268,4519
17124,3595
17980,3452
18836,4153
19692,3936
20548,3716
21404,52
22260,52
23116,5764
23972,6280
24828,6419
25684,7161
26540,7161
27396,46
28252,46
29108,4334
29964,4378
30820,4263
31676,4577
32532,4577
33388,48
34244,48
35100,5689
35956,6154
36812,6543
37668,7543
38524,7543
39380,54
40236,54
5,5971
861,6603
1717,8213
2573,8213
3429,0
4285,6275
5141,5391
5997,5117
6853,5155
7709,5632
8565,5632
9421,0
10277,6475
11133,7225
11989,7277
12845,8125
13701,9386
14557,10215
15413,78
16269,6441
17125,5934
